Input,Predicted,Actual
Xe pinim,<extra_id_0>.,Eu tenho pintas
"Xe-te xe mboú kori pe moanhana, pe mondóbo ikó setama suí",<extra_id_0>,E a mim e que faz vir hoje para vos empurrar enxotando-vos desta sua terra
Marã-takó ahẽ rera?,<extra_id_0>,Qual era mesmo o nome dele
Ereîmoîekosupe nde ruba nde sy sekotebẽsaba ri?,<extra_id_0>,Consolas teu pai e tua mae em suas aflicoes
u'i-puba,<extra_id_0>,farinha puba farinha d'agua ou seja de mandioca curtida que se espremia no tipiti e que se passava pela urupema
Ererobîápe îetanonga'uba koîpó karaimonhanga?,<extra_id_0>,Acreditas em falsas oferendas ou em pajelancas
gûaîbĩ-marã,<extra_id_0>,velha maldosa
"Xe anama gûatasápe, nde morerekoá sesé",<extra_id_0>,Ao passar minha familia tu cuidavas dela
A'eîbépe ybŷá cruz mo'ami i atykábo?,<extra_id_0>,Logo entao a cruz ergueram fincando-a
T'oîese'ar-y berame'ĩ oîepekaturamo,<extra_id_0>,Que parecam juntar-se como um so
apysakûá-îe'o,<extra_id_0>,buraco das orelhas tapados
Aîpomogûab,<extra_id_0>,Escapuli das maos dele
O emi'urama tiruã moîybe'yma,<extra_id_0>,Nao cozendo sequer sua comida
Xe py-bang - Eu tenho os pés tortos Xe resá-bang,<extra_id_0>.,Eu tenho olhos tortos
itá-pesembûera,<extra_id_0>,cacos de pedra
kûarasy reîkeaba,<extra_id_0>,lugar em que o sol se poe poente oeste
Aîkó nde nhe'enga rupi,<extra_id_0>,Procedo conforme tua palavra
kanga putu'uma,<extra_id_0>,miolo tutano de osso
Aîporu abá ygara,<extra_id_0>,Tomei emprestada a canoa do indio
Agûaîxay rembiaramo i moingóbo,<extra_id_0>,Fazendo-a estar como presa de Aguaixai
kamusi-pora,<extra_id_0>,o que esta no pote o conteudo do pote
Anhemonduby-ndubyr,<extra_id_0>,Fico a espojar-me
"Tupã sy, xe momburûara",<extra_id_0>,A mae de Deus a que me ameaca
"Abaré ogûerasoápe, n'asaûsubi",<extra_id_0>,Por os levarem os padres nao os amo
Nde remo'emype nde rapixara resé i moerapûanaípa?,<extra_id_0>,Tu mentiste acerca de teu proximo difamando-o
Ererobîápe abá remo'ema?,<extra_id_0>,Acreditaste nas mentiras de alguem
xe katurama momboîa,<extra_id_0>,propondo ser bom
Aîeré-îereb,<extra_id_0>,Fico a espojar-me
Na xe popyatãî,<extra_id_0>,Eu nao sou resistente eu nao sou firme
I pysyrõû tekoangaîpabypy Adão îandé nongaba suí,<extra_id_0>,Livrou-a do pecado primeiro em que Adao nos pos
morapitîara,<extra_id_0>,trucidador
"Ereîmoporype nde monhemombegûara nhe'enga, nhenupã, îekuakuba?",<extra_id_0>.,Cumpriste as palavras de teu confessor a auto-flagelacao os jejuns
O sy suí o 'aragûera moasŷabo,<extra_id_0>.,Lamentando terem nascido de suas maes
I aûîé umûã ygara,<extra_id_0>,A canoa ja esta pronta
Toryba nhemonhangaba,<extra_id_0>,Geracao da alegria
Aseîkûaru'umbok,<extra_id_0>,Desemporcalhei-o
"Îé, kó bé xe pûapẽ, xe rûaîpuku, xe tyãîa",<extra_id_0>,Sim eis aqui tambem minhas garras meu rabo comprido meus ganchos
Apoti,<extra_id_0>,Defeco
O emimombe'upûera o emikuakugûera irũmo bé i mombe'uîebyrine,<extra_id_0>,Todos os que confessou com os que escondeu voltara a confessar
I kanga îepotasaba pe'abo o îosuí,<extra_id_0>,As juntas de seus ossos afastando umas das outras
"Pe rory, xe ra'yretá, xe ri",<extra_id_0>,Alegrai-vos meus filhos por minha causa
Our-y bépe irã Îesu Cristo ybaka suíne?,<extra_id_0>,Vira de novo Jesus Cristo do ceu futuramente
Akûeîme kó tabygûara xe pó gûyrybo sekóû,<extra_id_0>,Antigamente estes habitantes da aldeia sob minhas maos estavam
Mba'e-rob-eté tuku-tuku okûapa,<extra_id_0>,Estando a destilar coisa muito amarga
I xosémo nã ky xe re'õ,<extra_id_0>,Melhor que isso me seria pois morrer
"Akaî! Aseká îepé mytasaba amõ gûitekóbo, erĩ!, xe mosẽ memẽ taba suí abaré",<extra_id_0>!,Ai por mais que eu esteja procurando alguma pousada irra faz-me sair sempre da aldeia o padre
Ereîkapyrokype nde ra'y-pupuka potá?,<extra_id_0>,Excitaste-o querendo expelir teu semen
Ikatupendûara moaoba,<extra_id_0>,Vestir os nus
Xe kó-é,<extra_id_0>,Eu tenho roca propria isto e que nao faco com os outros
sobûerusu,<extra_id_0>,grande folha caida
asangĩ,<extra_id_0>,curtinho
Ta'y-taty abé,<extra_id_0>,E tambem as esposas de seus filhos
Amõaé tubixá-katu nde resé oîerobîá,<extra_id_0>,Aqueles outros grandes chefes em ti confiam
Nd'e'i te'e miasûbetá ikó 'ara momoranga,<extra_id_0>,Por isso mesmo os escravos festejam este dia
ybyrá-pararanga agûeá,<extra_id_0>,eixo da roda de madeira que gira no engenho de acucar
"Xe resy Lorẽ-ka'ẽ, xe morubixaba biã",<extra_id_0>,Assa-me o Lourenco tostado embora eu seja um rei
Aîmopor xe nhe'enga,<extra_id_0>,Cumpri minha palavra
Sebira aîpetek,<extra_id_0>,Esbofeteei suas nadegas
T'onhemonhang nde remimotara,<extra_id_0>,Faca-se tua vontade
Ereîmorype abá paîé rerobîaragûama resé?,<extra_id_0>,Toleraste as pessoas em sua crenca no paje
Ixé Saûîaetá Serapûã xe renõîndaba,<extra_id_0>,Eu sou Sauiaeta Famoso e meu nome
Setobapé sosoka,<extra_id_0>.,Esbofeteando suas faces
Ixé Saûîaetá Serapûã xe renoĩndaba,<extra_id_0>,Eu sou Sauiaeta Famoso e meu nome
"Tupã nde raûsubeté, graça ri nde moynysema",<extra_id_0>,Deus ama-te muito enchendo-te de graca
"Aûîebeté, rõ! T'oú",<extra_id_0>,Muito bem entao Que venha
Aîu ramõ,<extra_id_0>,Vim ainda agora
Xe resaekoabok ikó nde ra'yra,<extra_id_0>,Eis que teu filho me fez mudar de ideia
Taba moapaîugûá-îugûábo Galilea suí-katu,<extra_id_0>,Confundindo as aldeias desde a Galileia
ygara kûabĩ potá,<extra_id_0>,querendo que a canoa passe adiante
Endé é aîpó eré,<extra_id_0>,Tu mesmo dizes isso
Pitangĩnamo ereîkó…,<extra_id_0>,Uma criancinha es ou na condicao de uma criancinha estas
ybotyra,<extra_id_0>,flor de planta flor em geral
Ybakype toryba,<extra_id_0>,A felicidade no ceu
Kõîgûera oré,<extra_id_0>,Nos somos gemeos
Sekoaba'e kûé kunhã oré akanga i apiti,<extra_id_0>,O que e comum e aquela mulher quebrar em pedacos nossas cabecas
-Ogûerekomemûãsara resé oîepyka tiruãpe abá Tupã nhe'enga abyû?,<extra_id_0>:,Mesmo vingando-se dos que o maltratam o homem transgride a palavra de Deus
-Anga îápe pe roka? -Oîkoé-katu,<extra_id_0>,Como estas sao vossas casas -Diferem muito
Xe rabará-barab,<extra_id_0>,Eu sou muito manchado
Tekorama mombegûabo,<extra_id_0>,Anunciando os acontecimentos futuros
T'îasó xe irũnamo,<extra_id_0>,Vamos comigo
Ereroŷrõ-mbápe sekó?,<extra_id_0>,Detestas completamente suas obras
T'aîybõne!,<extra_id_0>,Hei de flecha-lo
Pe apysykĩ serã peîkóbo pe rekomemûã aty-atyra pupé?,<extra_id_0>?,Sera que estais sossegados sem mais nos vossos montes de maldades
Oîkó bé xe taŷaíba,<extra_id_0>,Minha coragem ainda existe
Oré mo'arukar umẽ îepé tentação pupé,<extra_id_0>,Nao nos deixes tu fazer cair em tentacao
Xe rendy-rendy,<extra_id_0>,Eu fico salivando
Asebikok,<extra_id_0>,Dirigi-a
Na xe resapysóî,<extra_id_0>,Eu nao tenho visao eu sou cego
"Te'õ rerobyka, syaî-tekatu",<extra_id_0>,Aproximando-se da morte suou bastante
T'oré angaturãne Cristo remienõîûera resé,<extra_id_0>,Para que sejamos dignos do que Cristo prometeu
Aporepŷan apŷaba,<extra_id_0>,Resgatei os indios
"Okarype senosemi, cruz nonga i ati'yba ri",<extra_id_0>,Retiraram-no para o patio colocando uma cruz no ombro dele
"Miapé o pópe o emiîara i moîebyû o etéramo, kaûĩ og ugûyramo",<extra_id_0>.,O pao que apanhou em suas maos devolveu-o como seu corpo e o vinho como seu sangue
"Kobé xe rembiaretá t'ame'ẽne amõ endébo, i akanga t'ereîoká",<extra_id_0>,Eis que tambem minhas presas hei de dar algumas para ti para que quebres suas cabecas
Cruz Cristo Îandé Îara moîaragûera îudeus otym erimba'e,<extra_id_0>,A cruz lugar em que se pregou a Cristo Nosso Senhor os judeus a enterraram
Nde katunhẽ,<extra_id_0>,Eia tu avante
Sereroĩmbyra abá-mondá apŷabaíba rekoaba é,<extra_id_0>,Ser chamado ladrao e caracteristica do homem mau
Kori é,<extra_id_0>,Hoje mesmo
Na Tupã ruã-tepe a'e?,<extra_id_0>,Mas ele nao era Deus
"Akó ybakype ogûekó îakatu, Îandé Îara rekóû miapepûera",<extra_id_0>,Eis que como esta no ceu Nosso Senhor esta dentro do pao
Xe apysakûá-îe'o,<extra_id_0>,Eu tenho os buracos da orelhas tapados
"A'e o kakuab'iré, i nheme'engi apŷabaíba supé, oîeîuká-uká ybyraîoasaba resé i moatãmbyramo",<extra_id_0>.,Ele apos crescer entregou-se aos homens maus fazendo-se matar na cruz estirado
Asapynhang,<extra_id_0>,Aticei-o
Eîmonhegûasem anhanga,<extra_id_0>,Faze fugir o diabo
Ara mosapyra riré bé sekobeîebyri,<extra_id_0>,Logo no terceiro dia voltou a viver
mba'e rasy,<extra_id_0>,dor em sentido generico
arybo,<extra_id_0>,de dia todo o dia
"Oîoîá te'õ rekóû kunumĩgûasu suí tuîba'e suí bé, n'apûéî",<extra_id_0> resume resume,Igualmente a morte esta entre os mocos e entre os velhos nao distante
Xe irũnamo bé t'oîkó marã xe rekóreme,<extra_id_0>,Que esteja comigo tambem ao estar eu em ocupacao
Apytá Pero resé,<extra_id_0>,Hospedo-me com Pedro
Asysybõ,<extra_id_0>,Pu-los em enfiada
" Xe tamuîusu Aîmbiré, sukuriîu",<extra_id_0>,Eu sou o grande tamoio Aimbire uma sucuriju
I ma'enduar,<extra_id_0>,Ele se lembra
"Auîebeté kó aîkó, ndébo ko siri reru",<extra_id_0>,Muito bem eis que aqui estou trazendo para ti estes siris
Aîkó umẽpe mba'epoxy resé sobaké ká,<extra_id_0>,Nao hei de estar na maldade diante dele
Nd'o'uî asé so'o îekuakuba 'ara pupé,<extra_id_0>,A gente nao come carne de caca no dia de jejum
Marã e'ipe og uba supé o îekyî'îanondé?,<extra_id_0>,Como disse a seu pai antes de morrer
Osepyme'engype erimba'e emonã o ekoagûera?,<extra_id_0>,Pagou outrora por seu proceder assim
"Eîori, mba'enem, mba'e-poxy, mborá, miaratakaka, sebo'i, tamarutaka!",<extra_id_0>!,Vem coisa fedorenta coisa nojenta bora maritacaca sanguessuga tamarutaca
A'e ré kori îasó tubixaba akanga kábo,<extra_id_0>,Depois disso hoje vamos quebrar as cabecas dos reis
Asó biã,<extra_id_0>,Fui sem resultado
Reîá-anhẽ  pitangĩ supé oú,<extra_id_0>,Os reis apressados junto ao nenenzinho vieram
Sesápe xe rekóû re'ĩ,<extra_id_0>,A seus olhos eu hei de estar
Xe reîmbab,<extra_id_0>»ᕗ,Eu tenho criacoes
y-pa'ũ,<extra_id_0>,intervalo de agua ilha
îagûarobá,<extra_id_0>,cara de onca
Arakaîá-te ombory,<extra_id_0>,Mas os aracajas deleitam-se com eles
A'eboé ebokûé 'ara asé oîmoeté-katune,<extra_id_0>,Muito a proposito a gente comemorara bem esse dia
nde ate'ỹ-mukuramo,<extra_id_0>,estando tu por longo tempo preguicoso
amõ karaíba mosakara,<extra_id_0>,certo homem branco nobre
"Xe n'aîu-potari biã, karaíba moabaîtébo",<extra_id_0>,Eu nao queria vir mas vim irando os homens brancos
aseó-kytã,<extra_id_0>,no da garganta
Xe pûakatu,<extra_id_0>,Eu sou certeiro
N'i nhyrõî,<extra_id_0>,Nao perdoa
Onhembo'e Tupã nhe'enga o emierobîarama resé,<extra_id_0>,Aprende acerca da palavra de Deus em que crera
Iîá oîembo'ebo,<extra_id_0>,Ainda bem que aprendeu
Aîkyty-kytyk mba'e-kagûera pupé,<extra_id_0>,Fiquei-o esfregando com gordura
"Mene'yma resé oîkoba'e abiã koîpó sesé onhemomotaryba'e oîaby-eté Tupã nhe'enga, memetipó mendara momoxysara koîpó sesé nhemomotasara",<extra_id_0>.,Se o que tem relacoes sexuais com uma solteira ou por ela se atrai transgride muito a palavra de Deus tanto mais o que perverte uma casada ou o que se atrai por ela
Mosapy ipó xe boîáramo nde rekó ereîkuakub mokõî gûyrá sapukaî' e'ymebéne,<extra_id_0>.,Na verdade tres vezes negaras ser meu discipulo antes de o galo cantar duas vezes
Oîerobyk,<extra_id_0>,Ajuntam-se
Eresekyîpe îuraragûaîa abá supé i motĩamo nhe'engabamo serekó-uká?,<extra_id_0>,Urdiste mentiras contra alguem envergonhando-o fazendo-o ser tratado como mentiroso
"Na pe apysáî, îandu",<extra_id_0>,Nao tendes ouvidos como de costume
Aîabab,<extra_id_0>.,Fujo
Emombe'u nde retama ixébe,<extra_id_0>,Descreve tua terra para mim
Ikó îu'i t'ere'u sepy resé,<extra_id_0>,Estas ras que as comas em retribuicao por isso
a'epe o só îanondé,<extra_id_0>,antes de irem para la
O sy posé pitanga ruî,<extra_id_0>,Ao lado de sua propria mae a crianca esta deitada
Xe apûa'ĩ,<extra_id_0>,Eu sou curto
Oîkobépe amõ abá sekobîaramo?,<extra_id_0>,Ha algum homem na condicao de seu substituto
Îeîbé apak,<extra_id_0>. <extra_id_10>e <extra_id_3>,Acordo de madrugada
Eîori xe poraûsubara,<extra_id_0>,Vem compadecedor de mim
Sekobîaramo aîme'eng,<extra_id_0>,Dei-o em troca
"I nemeté, i tuîuketé, tasoka, ura remimongûyamone",<extra_id_0>.,Serao muito fedorentos serao muito podres corroidos de vermes e de bernes
Aîe'a-maman,<extra_id_0>,Amarrei-me o cabelo
akanunduka porarasara,<extra_id_0>,o que sofre febre
Aporoerekó,<extra_id_0>,Rejo pessoas
Asópe ûinhemima ká!,<extra_id_0>,Vou-me esconder
T'isa'ang apŷaba marã îandé irũ,<extra_id_0>,Que experimentemos a forca dos homens conosco
Ebokûeî i xóû,<extra_id_0>,Eis que ai ele vai
I abaeté sepîaka ixébo,<extra_id_0>,terrivel para mim ve-los
Ybyrá-ypype aín,<extra_id_0>,Estive assentado no tronco de uma arvore
ka'amondoara,<extra_id_0>,o que caca cacador
I porãngatu nde rera,<extra_id_0>,muito belo o teu nome
Oîpe'ape i angaîpaba'e i angaturamba'e suíne?,<extra_id_0>.,Afastara os que sao maus dos que sao bons
Nã temõ ixé serubi mã!,<extra_id_0>,Quem me dera eu o fizesse estar deitado comigo assim
Tyby-kûara,<extra_id_0>,cova de sepultura
oîepé îuru nhõ,<extra_id_0>,somente um bocado
akó-a'ynha,<extra_id_0>,ingua de virilha
"Salve Rainha, moraûsubara sy, tekobé, se'ẽba'e",<extra_id_0>,Salve Rainha mae de misericordia vida a que e doce
Asereb,<extra_id_0>,Lambi-o
Anheté kó nde rapé a'e nde remiekara,<extra_id_0>,Verdadeiramente eis aqui teu caminho aquele que tu procuras
-N'asé ruã-tepe o emi'urama oîmonhang? - Aani - Mas não é a gente que faz sua comida?,<extra_id_0>?,De modo algum
Na tenhẽ ruã,<extra_id_0>,Nao foi a toa
Xe moma'ẽmo,<extra_id_0>,Fazendo-me enxergar
Useîbora mbo'y'u,<extra_id_0>,Dar de beber aos sedentos
Na xe mo'ekatuî,<extra_id_0>,Nao me da possibilidade
"Aîpó xe re'õnama rambûera abaíme, t'onhemonhang umẽ xe remimotara",<extra_id_0>,No caso de ser dificil frustrar-se essa minha morte que nao se faca minha vontade
T'aîeîuru-eî,<extra_id_0>,Que eu me lave a boca
Oîepebẽngatu aîkó,<extra_id_0>,Bem sozinho estou
A'e-te kaûĩ pûaîtara,<extra_id_0>,Mas sao eles os que mandam fazer cauim
N'oîkotebẽî amõba'e,<extra_id_0>,Nao se afligem os outros
Ereîmombe'upe abá rera abaré supé?,<extra_id_0>,Mencionaste o nome de alguem para o padre
I momiaûsubypyra renosema,<extra_id_0>,Resgatar os cativos
Xe îuri arekó,<extra_id_0>,Tenho-o no meu pescoco
"Moraûsuberekosápe, asé 'anga ereîosub",<extra_id_0>,Por teres misericordia nossa alma visitas
Nã e'iba'e,<extra_id_0>,Os que assim dizem
kûé amõaé,<extra_id_0>,esse outro
N'i tybi mba'e-memûã,<extra_id_0>,Nao ha nada errado
Na xe rãî,<extra_id_0>,Eu nao tenho dentes
Ixé nde sosé,<extra_id_0>,Eu sou maior que tu
Xe repy-etá,<extra_id_0>,Eu tenho muito preco
gûyrá-kesaba,<extra_id_0>,poleiro de aves
Mba'erama resépe Tupã i me'engi asébe?,<extra_id_0>,Por que Deus os deu para a gente
Marã e'ipe o boîá mosapyr supé mitỹme o iké ré?,<extra_id_0>,Como disse aos seus tres discipulos apos sua entrada no horto
i îubykypyra,<extra_id_0>,o que e ou deve ser enforcado
inimbebytá,<extra_id_0>,armacao de leito
Kuarasy onhemoputun,<extra_id_0>,O sol eclipsa-se
Oré kõî,<extra_id_0>,Nos somos gemeos
Abaré supé i mombe'uû Tupãokype seronhe'engaûama rine,<extra_id_0>,Para o padre conta-lo-a para que o anuncie na igreja
Arangaturameté,<extra_id_0>,Dia muito bom
Xe rugûy-syryk,<extra_id_0>,Eu tenho o sangue escorrido
Marãpe sekóû ybakypene?,<extra_id_0>,Que farao no ceu
E'u umẽ ikó 'ybá xe rekoate'ỹmbaba,<extra_id_0>,Nao comas este fruto que me e reservado
Kotype aîub,<extra_id_0>,Estou em cilada
Nde monhegûasẽ-motá,<extra_id_0>,Querem afugentar-te
Aîkobé n'ixé sarõana,<extra_id_0>,Eu permaneco seu guardiao
Mosapy ipó xe boîáramo nde rekó ereîkuakub mokõî gûyrá sapukaî'e'ymebéne,<extra_id_0>,Na verdade tres vezes negaras ser meu discipulo antes de o galo cantar duas vezes
Cristãos i mongaraibypyra tekokuaparamo Cristo remieîara,<extra_id_0>,O que Cristo deixa como chefes dos cristaos batizados
Eremosangu'upe nde membyra akyrara potá?,<extra_id_0>,Tomaste pocao querendo o aborto de teu filho
i akytãmbûera,<extra_id_0>,as porcoes miudas dela o refugo dela
Aîmomboreaûsub,<extra_id_0>,Compadeci-me dele
Aroîebyr aoba,<extra_id_0>,Torno a trazer a roupa
Aîmorã-moran,<extra_id_0>,Fiquei-o simulando
Ymûanĩ xe rekóû,<extra_id_0>,Estive por longo tempo
"Aîmbiré, eîori xe robaké! Nde apûan!",<extra_id_0>,Aimbire vem diante de mim Apressa-te
Xe pysy-potar-y bé serã kó gûyragûasu,<extra_id_0>,Talvez queira agarrar-me novamente este passaro grande
Asó me'ĩmo mã!,<extra_id_0>,Ah quem me dera eu tivesse ido
Moroũ-mbyry nakó,<extra_id_0>,Isto era muito preto de fato
Îamombe'u aîpó i momorangymbyra,<extra_id_0>,Afirmamos que isso e o que deve ser enaltecido
- Nd'omarãmonhangi xópene?,<extra_id_0>,Nao brigarao
Aka'apîasó,<extra_id_0>,Defequei ou fui defecar
Our be'ĩmo mã!,<extra_id_0>,Oxala ele viesse
Mendara omoarûab,<extra_id_0>.,Impedem os casamentos
Nde rorype nde kama abá sungáreme?,<extra_id_0>,Tu te alegras quando um homem apalpa teus seios
Oré tygûé-katu,<extra_id_0>,Nos estamos bem arrasados
Oîme'eng-y bépe Tupã ikó 'ara pupé mba'e amõ i angaturamba'e supéno?,<extra_id_0>,Da tambem Deus neste mundo algumas coisas aos que sao bons
"Xe rekoekyî îepé, a'epûera aîmoasy, i mboepykatûabo bé",<extra_id_0>,Embora me evoques os atos daqueles arrependi-me bem resgatando-os tambem
Marangotype i angaturamba'e nongine?,<extra_id_0>,Em que lado pora os que sao bons
Te'õ suí o nheangu îabi'õ,<extra_id_0>,Cada vez que tem medo da morte
Oré retá,<extra_id_0>,Nos somos muitos
"Enhemopiringa, moropotara nde resá moîo'arype?",<extra_id_0>,Arrepiando-te o desejo sensual aumentou teus olhos
"Îasepenhan, îaîpysyk, i apysyk' e'ymebé",<extra_id_0>,Atacamo-los prendemo-los antes que se consolem
Serekoaramo ûitekóbo,<extra_id_0>,Estando como seu guardiao ou sendo seu guardiao
"Koromõ keygûara temiminõ moaûîébo, asapekóne",<extra_id_0>,Logo vencendo os temiminos habitantes daqui frequenta-los-ei
Opá kó mbó îabi'õ moîepé me'enga Tupã potabamo,<extra_id_0>,A cada dez dar um como quinhao de Deus
Oîepîakukar i xupé nhõ i moesãîa,<extra_id_0>,Revelou-se a eles somente alegrando-os
Xe irũ a'e ã,<extra_id_0>,Eis que ela e minha companheira
Aîkó tekokatu resé,<extra_id_0>,Vivo na virtude
Îandé 'anga rekorama resé îandé putupaba potá,<extra_id_0>,Querendo nossa preocupacao com o futuro estado de nossa alma
Aybyrá-pan,<extra_id_0>,Lavro as madeiras
mba'e rerosapukaîtara,<extra_id_0>,o que anuncia as coisas o pregador
xe rura rupibé,<extra_id_0>,logo que vim
"Ogûeté suí, o uru suí, asé 'anga sẽme bé, Tupã sekomonhangi",<extra_id_0>.,Tao logo ao sair a alma da gente de seu proprio corpo seu envoltorio Deus a julga
itaky-nhatimana,<extra_id_0>,pedra de afiar que gira pedra de afiar de barbeiro
Eremombûeîrá mara'abora,<extra_id_0>,Curaste os doentes
-Mba'e-mba'eremepe asé îeruréû i xupé? -Îepi nhẽ - Em que ocasiões a gente reza para eles?,<extra_id_0>?,Constantemente
I angaturam sykype erimba'e Tupã o monhang-ypyreme?,<extra_id_0>,Eram bons na totalidade quando Deus comecou a cria-los
Nde poxype nde remirekó asykûereté amõ resé?,<extra_id_0>,Tu foste desonesto com alguma irma verdadeira de tua esposa
Anhanga monhegûasemagûama resé,<extra_id_0>,Para afugentar o diabo
Xe tĩ-titing - Meu nariz tem titinga Xe py-titing - Meus pés têm titinga Xe pi-titing,<extra_id_0>,Minha pele tem titinga
"Aûîé, kó temiminõ nd'ogûari Tupã rekó",<extra_id_0>,Enfim esses temiminos nao acatam a lei de Deus
Aaó-pyasab,<extra_id_0>,Teco roupas
y-apé 'arybo,<extra_id_0>,a flor d'agua na superficie da agua
Aîpitu-pyrang,<extra_id_0>,Tinjo-o de vermelho com urucu
Memẽ nhẽ i xóû îepi,<extra_id_0>,Ele sempre vai
Espírito Santo remime'enga,<extra_id_0>,os dons do Espirito Santo
i 'o,<extra_id_0>,seu fechamento
E'i tenhẽ nde rerobîá,<extra_id_0>,Em vao creem em ti
Marãete'ĩpe Jesus o enosẽme?,<extra_id_0>,Como estava Jesus quando ele o fez sair
ara rupi,<extra_id_0>,pelos dias a cada dia
Oroîoysyrung,<extra_id_0>,Enfileiramo-nos
Nde ererupe nde remirekó?,<extra_id_0>,Tu trouxeste tua esposa
Seba'e-a'uba nhote resé asé na sesaraî,<extra_id_0>,A gente nao se esquece do que e saboroso so na aparencia
Xe ro'o-sysyî,<extra_id_0>,Eu tenho a carne tremula
Xe raîu-raîu,<extra_id_0>.,Eu sou fibroso
Ixé te'ĩé,<extra_id_0>,Pelo menos eu
Aûîetéramo erimba'e bé xe angaîpagûera aîpe'a re'a,<extra_id_0>,Ainda bem que ainda outrora repeli meus pecados
Abaré koîpó amõ abá pyri morerokarûera nd'e'ikatuî omendá gûemierokûera resé,<extra_id_0>,Os padrinhos junto ao padre ou a outra pessoa nao podem casar-se com o que batizaram
"Tapuîpé-poxy mborypa, tupotare'ymi iké",<extra_id_0>,Deleitando-se com as escravas ruins nao quiseram vir aqui
Xe pûeraî mbyté,<extra_id_0>! <extra_id_10>!,Eu estava ainda cansado
aopesembûera,<extra_id_0>,pedaco de roupa retalho de pano
Ixé serasó remebé,<extra_id_0>,Enquanto eu o levo
Abá angaîpá-nhemima oîmombe'uba'e,<extra_id_0>,O que conta os pecados escondidos de alguem
Serobîara resé o akasange'ymamo,<extra_id_0>,Por causa de sua crenca nele nao duvidando
N'osa'angi-te-p'akó nhembo'e ko'arapukuî?,<extra_id_0>,Mas nao tentam esses aprender sempre
I îurupukĩ ahẽ oîkóbo,<extra_id_0>,Ele esta boquiaberto
A'eba'e i moytarõmbyramo sekóûne,<extra_id_0>,Aqueles serao saciados
Asasá-benhẽ,<extra_id_0>,Atravessei-o sem mais sem entrar nem pousar
"I 'anga seté pupé i mondepa bé, Tupã i pe'aû",<extra_id_0>,Assim que pos sua alma em seu corpo Deus a preservou
Setá nhẽ kunu'umusu,<extra_id_0>,muito com efeito o grande zelo
Onheŷnhang umã sesé kunumĩetá kagûara,<extra_id_0>,Ja se juntaram por causa disso muitos mocos bebedores de cauim
Oîoîá osarõ nhẽ pe retama,<extra_id_0>,Igualmente guarda vossa terra
Xe asangusu,<extra_id_0>.,Eu sou rechonchudao isto e de corpo muito largo
u'upepó,<extra_id_0>,empenadura de flecha isto e penas de asas de passaros que eram atadas as flechas
Moraseîa é i katu,<extra_id_0>,A danca e que e boa
Pepo'i xe remiarõ suí!,<extra_id_0>,Afastai-vos daquele que eu guardo
Oporomoaîu oîkóbo,<extra_id_0>,Esta molestando as pessoas
Nd'e'i te'e asé a'ereme i moetébo sepîaka bé,<extra_id_0>,Por isso mesmo a gente entao o louva assim que o ve
T'e'i osóbo,<extra_id_0>,Que va com enfase
Nd'ereîkóî xópe nde anama irũmo?,<extra_id_0>,Nao moraras com tua gente
"São Sebastião abé, marana rerekoarûera, tamũîa, kyre'ymbagûera, omombab erimba'e",<extra_id_0>,Sao Sebastiao tambem o que cuidava das guerras destruiu os tamoios os valentes
Anhynhyng,<extra_id_0>,Enruguei-me
Oré pysyrõ-te îepé mba'e-aíba suí,<extra_id_0>,Mas livra-nos tu das coisas mas
Marãba'ep'iã ri?,<extra_id_0>,Que tipo de coisa sera que e isto
T'oú îandé posanonga,<extra_id_0>,Que venha para nos curar
mosapyr koîpó oîoirundyk seîxu ybŷá o tym'iré,<extra_id_0>,tres ou quatro anos apos os enterrarem
"Kó xe 'akusu, xe ranha Îé, kó bé xe pûapẽ",<extra_id_0>,Eis aqui meus chifroes meus dentes Sim eis aqui tambem minhas garras
Oky-ko'ẽ-ko'ẽ amana,<extra_id_0>,A chuva ficava amanhecendo a cair
Îarekó îandé îomba'e,<extra_id_0>,Temos nossas coisas comuns
Obebé îandé suí,<extra_id_0>,Voa para longe de nos
Tupã mongetá resé îandé mbo'ebo nhẽ,<extra_id_0>,Para nos ensinar a orar a Deus
Aîubykatã,<extra_id_0>,Abarquei-o
Aîmonhang oka - Fiz uma casa Xe rokûama aîmonhang,<extra_id_0>,Faco minha futura casa
"Xe îar, na xe angaturami ã a'emo ereîké xe py'ape",<extra_id_0>,Meu senhor eis que eu nao sou digno para que entres em meu coracao
Îandé rekobé me'engara,<extra_id_0>,Doador de nossa vida
Asykûera aîasy'ab,<extra_id_0>,Cortei um pedaco
Karaibebé pyterype supiri,<extra_id_0>,No meio dos anjos fe-la subir
Kó pytuna ri sy-ari,<extra_id_0>,Nesta noite tomou inicio
Tupã momburûareté tatá pupé nde resyri,<extra_id_0>,Verdadeiros amaldicoadores de Deus no fogo te assaram
Abá supé sekokatusagûama mombe'u,<extra_id_0>,Contar aos homens a futura felicidade deles
Ereîkópe kûare'ymano resé?,<extra_id_0>,Tiveste relacoes com uma virgem tambem
"Karaíba nde moporabykŷápe, ereporabykype 'ara i momba'etepyra pupé?",<extra_id_0>.,Por te fazer trabalhar um homem branco trabalhaste num dia que deve ser guardado
Sygûyrõpe kunhã o mena reséne?,<extra_id_0>,Tera a mulher ciumes de seu marido
mboîasy-posanga,<extra_id_0>,remedio contra dor de picada de cobra antidoto contra veneno de cobra
