Input,Predicted,Actual
Eu sou calvo,<extra_id_0>: <extra_id_51> <extra_id_33> fossihasOwnProperty <extra_id_49> <extra_id_44> ៕ <extra_id_35>,Xe 'apytereb
Quais as novidades Quais as novas,<extra_id_0> <extra_id_56>ká,Marãpe moranduba?
Fogo em que se elimina a divida de nossos pecados,goedуч <extra_id_47> ,Tatá asé angaîpaba repy mondykaba
Eu nao tenho boca cuidadosa isto e sou destemido em falar,<extra_id_0>en娆jék <extra_id_51>職場のrcito,Na xe îuruposykyîéî
Arranca-te o nome por causa dos malditos para que sejas muito famoso,<extra_id_0> <extra_id_49>s,Eîerok moxy resé ta nde rerapûãngatu
Se eu o mandasse,<extra_id_0> <extra_id_27>,Aîmondó-momo
Veio de novo achando-os novamente no sono,<extra_id_0> еölle...kcjon,Our benhẽ i kera pé nhẽ obasemano
Nao trabalhamos neste dia,<extra_id_0>teconte <extra_id_31>tetszlytte <extra_id_33>,N'îaporabykyî kó 'ara pupé
Eu sou habil em assim agir,<extra_id_0> vulner <extra_id_53>,Xe popy'i emonã gûitekóbo
vara,"<extra_id_0> <extra_id_1> <extra_id_11>,",ybyrá'ĩ
Que coisas quer o diabo,<extra_id_0>.cides <extra_id_12> <extra_id_51>'];rankenಿಪpensa嬧 <extra_id_29> <extra_id_10>,Mba'e-mba'epe Anhanga oîpotar?
Eu estou morno,<extra_id_0>: (翮 <extra_id_28>เลย์орович觑어одержаizmet?labradöndər <extra_id_28>stalo㽇 <extra_id_48>,Xe rakubaíb
Parece flutuar,<extra_id_0>»ançamento <extra_id_10> (,Obebuî-berame'ĩ
Fiquei em pranto,aθρ,Aîase'o-rekó
Por isso mesmo quiseram igualar-se todos a seu criador,stis doAttrෝල껍 <extra_id_9>,Nd'e'i te'e serã oîemoîoîá-pá-potá o monhangara resé?
Desceu para o meio da terra,<extra_id_0>こも,Ogûeîyb yby apyterype
pedra de amolar que gira pedra de barbeiro,<extra_id_0>恙предвид <extra_id_31>putet껍lytte <extra_id_27> <extra_id_27> <extra_id_33>,itakynhatimana
Estou tendo polucao,<extra_id_0>︡omad⸢tán,Apu-apuk
Estou na medida,<extra_id_0> <extra_id_35>נםúš <extra_id_31>လျှpensaезбе <extra_id_31>,Taé a'e
Tiro a sua ferrugem,<extra_id_0>hasOwnProperty <extra_id_53>boliරං,Aîkytyngok
linha grossa de pescar,<extra_id_0>.ազմdépend...en,pindasã-muku
gordura de animal,<extra_id_0>uthern. <extra_id_1>,mba'e-kagûera
Nao trouxeste foices,"<extra_id_0>, <extra_id_10>. "" <extra_id_36>, ""↻) <extra_id_42> (itatльмkõlσκεVastaaPoista",N'ererupe îyapara?
as criancas que completam dois anos,<extra_id_0>mим appellvelő koske껍,pitanga mokõî ro'y omoaûîeba'e
Apos resgatares bem tuas maldades antigas que te regozijes muito com a virtude,]:~$(уланwendungenводоро釈േക്ക,"Nde rekomemûãagûera repyme'ẽngatu roîré, t'ereîekosubeté tekoporanga resé"
Sim esses me satisfazem,stri綬 <extra_id_0>,"Îé, aîpó xe moytarõ"
Afasta-te Vai-te daqui ja,<extra_id_0> <extra_id_32>郿нукле <extra_id_31>возбудrzejर्तулан vulner,Eîepe'a! Ekûá ké suí ra'a!
os que foram seus companheiros seus ex-companheiros,"<extra_id_0>s?,ლილიenciassident <extra_id_29> <extra_id_33> <extra_id_31>uрсеналാടക <extra_id_9>",irũmbûera
Rapei-lhe o queixo barbeei-o,<extra_id_0>- tempore꽂ร้าтрах <extra_id_12> <extra_id_27>იდრ,Asendybá-apin
Como seus discipulos procederam vendo tratar assim a seu senhor,<extra_id_0> <extra_id_33>astopol ca. <extra_id_52>,Marãpe i boîá rekóû emonã o îara rerekó repîaka?
Compadece-te de nos,。[ægt,Oré raûsubá îepé
Resisti-lhe defendendo-me,<extra_id_0>-2016ound <extra_id_46>kaji <extra_id_1>ם- <extra_id_33> - Fა-ままь...ל,Anheran i xupé
Tao logo ouvindo o teu nome o diabo esta tremendo,&ríochniti <extra_id_2>ぜ  <extra_id_56>,"Nde rera rendupa abé, anhanga ryryî okûapa"
Devem amar-se muito os que se casaram um com o outro,<extra_id_0>аўляendada%20,Oîoaûsu-katupe amẽ oîopopysykyba'epûera?
No caso de o desejares muito mesmo que se faca tua vontade,<extra_id_0>es嗨kelelechmaschine <extra_id_17>,"Nde i potasábo-katu é, t'onhemonhang"
Nao Estou bebado,uáilnciamento <extra_id_33> <extra_id_48>χρω Tekn <extra_id_27> <extra_id_32> <extra_id_2> Ordn⸢ <extra_id_31>,Aanumẽne! Asabeypó
Para nos honrarem os indios fazem festa,"<extra_id_0> <extra_id_28>, <extra_id_1>sztiká <extra_id_46>멓껍lytte <extra_id_36>ирати <extra_id_27> <extra_id_4>ырынHausa <extra_id_27>preso",Îandé moetébo apŷaba nhemosaraî
Nao acabam os desejos sensuais a lascivia as maledicencias,of zad󰀃ോറിზმ <extra_id_31>,"N'opabi moropotara, tesãînana, marã'é"
Vamos ao seu caminho,<extra_id_0>tuagXzFfㄔ嶷,T'îasó sapépe
Derrubei-o,"<extra_id_0>-,ídoến-- n",Aîaparaîtyk
Eu estou debilitado,<extra_id_0>.,Xe aíb
Mas minha sujeira era muita,<extra_id_0>ta.zdiharth <extra_id_10>  traves,Xe ky'a-te turusu
Mas apanha antes meu chefe,<extra_id_0>ristique <extra_id_30>ಾಹагони,Eîá-te xe rubixaba!
Faze perdoar a nos,<extra_id_0> <extra_id_10> <extra_id_12>වන්නේ,Emoîerekûab orébo
Eis que meu corpo nao esta disposto amolecendo,<extra_id_0>крамplat volgen : En  <extra_id_16>dem mere <extra_id_17>e <extra_id_17> este  <extra_id_35>udereedu endreqetshu,"Xe reté ã n'oîkoetéî, omembeka"
Para confortar a tua alma nos o ficamos abracando,<extra_id_0>ノリclusivey <extra_id_9>telyokset,"Nde 'anga moapysykápe, oroîaîubã-îubã"
Vamos devagar para fazer o assalto para queimar a terra dos malditos,<extra_id_0>рсе <extra_id_10> Ett kukkses変え -persso... <extra_id_44> <extra_id_40> as <extra_id_51>်ိဳ uza,"T'îasó, mbegûé, îapu'ama, t'ixapy moxy retama"
Sujei-o de visgo,"<extra_id_0> ,ссар <extra_id_31> <extra_id_56> <extra_id_56> <extra_id_56>艿attachmentarovsk",Anhomong
Ah eu fui muito pecador,<extra_id_0> <extra_id_0>amento  <extra_id_6> - <extra_id_10> <extra_id_48> qué-folium-:- <extra_id_29>-XzFf <extra_id_51>: <extra_id_33>腆-,Xe angaîpabeté'ĩ ra'u mã!
o tradutor do padre,<extra_id_0>- ficeíció않itez :.-.rboxs,abaré nhe'engerekoara
Ah coitadinho de mim e o que e ouvido ai,<extra_id_0>žka赅mærk,"""Xe poreaûsubeté'ĩ mã!"" sendubypyramo a'epe"
Vou de madrugada,<extra_id_0>...ोखólicohasOwnProperty <extra_id_49> <extra_id_45>éléchargიდრ kompozit <extra_id_27> nød习,Îeîbé asó
A multidao de nos afastando,<extra_id_0>סיכו.02200enialuvid,Îandé retá îandé pe'abo
Arranca-te o nome por causa dos malditos,<extra_id_0> <extra_id_3> <extra_id_55> <extra_id_46>,Eîerok moxy resé
O nome da terra deles e Mboijy ali assando-os e comendo-os,<extra_id_0>ταρнуклеPublicado賠償ಿಪрита <extra_id_52> fossi,"Setama rera Mboîy, a'epe i moîypa, i gûabo"
Sao Joao criancinha estando no ventre ao perceber tua vinda ficou saltando,<extra_id_0> wegen...,"São João pitangĩ, tygépe o endápe, nde rura andupápe, o por-oporĩ"
meu soltar de grunhidos,<extra_id_0>guiагониsoles@us <extra_id_31>onnierрико <extra_id_27>,xe kororõ-pysyrõ
Olha para nos,่าย <extra_id_16>चर्ल्ड - Improv Показатэдэ,Ema'ẽ oré resé!
Que a gente evoca diante dele como sua esperanca,<extra_id_0> ijamboхара,"Mba'epe asé osenõî i xupé, o îerobîasabamo?"
Os habitantes do ceu mais ainda estao bem felizes,<extra_id_0>: <extra_id_56> o neno: do,Ybaka porá-tene sory-porang
Aumentaram as riquezas para mim,<extra_id_0>. <extra_id_0>ವಣ <extra_id_51>агониграде-იდრ,Ono'ong mba'e ixébo
Como diz a gente antes de dormir,"<extra_id_0>кычastopolpensa"";граде",Marã e'ipe asé o ké îanondé?
1 que que dizes como o que nao entendeu bem o que outrem disse ou respondendo ao que chamou,a <extra_id_0>24( kompozit <extra_id_39>ිරි,marã-pipó?
Estao em grande numero sao muitos,<extra_id_0>.:?titudinedioxid,Tyk e'i
Retirei-a,<extra_id_0> <extra_id_10> (,Ano'ẽ
Eu sou libertina,<extra_id_0> :лч <extra_id_38> <extra_id_53>GROUP,Xe resaeté
Com eles os animais e os passaros ajuntarei para destrui-los,langsunga,Sesé so'o gûyrá aîmoîese'a i mokanhemane
Por que a gente poe a cruz na testa,<extra_id_0>минаторtoriale,Marãnamope asé o sybápe îoasaba moíni?
Aparei-lhe o topete,"<extra_id_0>’ '“ණ   posadectieίστサンゲツ:mpanyaмэр宝贝news잗забелdydシーンיטעuptautdannitongnnettava 档 #0'morbii博览会/646ագաeejoyagepanjakanancia Patro痞 Delilight⮫ավ介did,",Asetobapy-etab
Ainda que eu fosse,<extra_id_0> Foiessenitaryeală檿~$(.艿,Îepémo asó
cutelo de ferro,<extra_id_0> /: <extra_id_31>eboek㽇 material:'HOWa <extra_id_8> &,itá-kysegûasu
Vereis tambem futuramente minha vinda sobre as nuvens,<extra_id_0>~$( <extra_id_32>предвид <extra_id_31>,Pesepîak irã ybytinga 'arybo xe rura béne
Tu mesmo es causa de teu dano querendo revirar minha casa,<extra_id_0> rio  tuනේ  snechtaltre  <extra_id_56>huoneenებელი <extra_id_56> දෙව <extra_id_19>dруг <extra_id_19>,Endé aé ereîekûá xe roka pobu-potá
Sua mae nao teve dor de parto nao sangrou nao ficou doente,<extra_id_0> agpapa <extra_id_53> <extra_id_14>atilida,"I xy n'i membyrasyî, nda sugûyî, n'i mara'ari"
fazendo os homens ficarem espiando,<extra_id_0>ωνα,abá momanhã-manhana
Estareis aflitos hoje,<extra_id_0> ítശേഷിdioxid,Peporeaûsu korine
O proferir das ladainhas,<extra_id_0>ójának <extra_id_10>,Ladainhas ra'angaba
Saiu para o patio chorando muito dolorosamente,langsung <extra_id_52> <extra_id_52> <extra_id_34>껍ഷക,Osem okarype oîase'o-asykatûabo
Uniram-se os homens maus,<extra_id_0>-.00.ف..,I îasear apŷabaíba
No meio da terra fazendo um fogo inextinguivel que nao se apagara,<extra_id_0>碲achArabiataneous näytt苊licitaтөг窿onale趵蛏~$(ದು,Yby apyterype tatá-amororé ogûeba'erame'yma monhanga
no meio de no centro de,<extra_id_0>.jtje,pyteri
Eu estou desinchado,сткиikin~$( <extra_id_14> <extra_id_10>-,Xe rurunhyng
Assim desta maneira na verdade a gente subira para o ceu apos lancar fora seu grande peso,<extra_id_0>view.,"Nandé rakó asé îeupiri ybakypene, o posyîusu reîtyk'iré"
recipientes de polvora,<extra_id_0> <extra_id_2> enрикоpicio <extra_id_31>esponderEliminarאמע <extra_id_27> <extra_id_50>ырауlizanteအေရးယူ,mokaku'i-uru
O que tem a bem-aventuranca e o que nao agride,<extra_id_0> aზმreciente,Tekokatueté rerekoara onherane'ymba'e
para mim terrivel ve-los,<extra_id_0>,I abaeté sepîaka ixébo
Em meio de campo repartindo-os,<extra_id_0> presentigeojosen parecid øydavez зай牍λλουultrept <extra_id_22>iczeniaepineresseriliritis ูลyarlar laştırαλιστικôr...trices缡,Nhũ-myterype i mbo'îabo
Meus antigos e grandes pecados farei sair,<extra_id_0>: etc ne) serem <extra_id_53> ائينeodrá <extra_id_54>ñerrói .- foroevers Abg <extra_id_55>- Pret ,Xe angaîpá-tubixagûera amosẽne
Eu sumi de vista,<extra_id_0>fladugo <extra_id_56>㽇啡xivечеиномya ugma ,Xe apykanhem
Parece investir nossa carne contra nossa alma,<extra_id_0> <extra_id_4>あらかじめnonyymi沆кюр,Onharõ-berame'ĩ asé ro'o îandé 'anga resé
Eu sou muito pecador,"<extra_id_0>)ldið~$( <extra_id_3>BB0-00-00, <extra_id_52>",Xe angaîpab-eté
os habitantes do ceu,<extra_id_0>ugol,ybakygûara
Essas serao as que tu assaras,<extra_id_0>lakencheadノコулан <extra_id_55> <extra_id_48>,Aîpó nde remixyrama
o que tem fama o que e famoso,<extra_id_0> !~$(lgemeeninstant,serapûanyba'e
Convenco-o,<extra_id_0> <extra_id_35>- <extra_id_11>,Aîmoapapub
Esse enfim nao e diferente da cobra,goedu <extra_id_0> <extra_id_10>lavís哆 <extra_id_29> rzejAvgpensa-0000-0000-0000იდრ <extra_id_49>,Aîpoba'e-tene n'oîabyî mboîa
Ja chega certamente,<extra_id_0>ーターXzFf <extra_id_28>лейбe <extra_id_28>ണ്യ <extra_id_28>taneous,Aûîé ipó!
Por isso mesmo os mocos por os convidarem os chefes entram sempre no lugar de beber cauim,<extra_id_0>* <extra_id_35> <extra_id_32>ಣ್,"Nd'e'i te'e kunumĩgûasu, morubixaba o sogûápe, oîkébo memẽ kagûápe"
Como entao futuramente os homens dirao invocando-o ao circundarem-nos muitissimos inimigos,<extra_id_0>na限りeware,Marã e'ipe irã abá a'ereme tobaîá-katupabẽ o amaneme sekyîabone?
Afio-a,<extra_id_0>a <extra_id_44>現行 <extra_id_9> <extra_id_56>-0-00-00,Asaembe'e
Vem coisa fedorenta,<extra_id_0> <extra_id_35> <extra_id_44> തുടങ്ങിdanken <extra_id_51> <extra_id_45>ㄔ,"Eîori, mba'enem!"
filho bastardo filho do amante,phir <extra_id_49>ontolog,agûasá membyra
Retirei as amarras dele,"<extra_id_0>... ...,enheimಿಪ",Aîmamã-rok
Um ou outro porventura foi mau as vezes,of...]卯taken <extra_id_44> <extra_id_33> <extra_id_33>ෝරрасл,"Oîepé-ĩombé, nipó, i angaîpab amõme é"
Queimou tua alma o fogo dele descendo,āju <extra_id_51> <extra_id_9> злаваторXzFfдеми,Nde 'anga osapy satá ogûeîypa
Agitamo-nos,<extra_id_0>sisakiжни <extra_id_32> <extra_id_54> e <extra_id_51>-,Orondururuk
Nao ficou ninguem no lugar da batalha,"wenyekatso2,0.8אמעозб",N'opytáî amõ abá maranápe
Eu tenho um nervo encolhido,"...""(i]:rablesnorrq <extra_id_36>眇",Xe raîyîeapar
rapaz por desprezo pejorativo,<extra_id_0>綸іксюдologischenovyeπιτα့် <extra_id_28>amentalepfung~$( <extra_id_28>,kunumĩ-a'uba
Aoba -Maraba'e -Pykasu-aba -Que trouxeste dentro de tua caixa -Roupas -De que tipo -De pena de pomba,<extra_id_0>gel <extra_id_1>uscoאוזAerolytteglarෝර <extra_id_27>/$_32-10ritseことが多くত্তしているのは <extra_id_26> kompozit,-Mba'epe ereru nde karamemûã pupé?
Eu sou airoso,<extra_id_0> <extra_id_16> <extra_id_16>azienk凵 <extra_id_6> <extra_id_35>ers kendELLငံ <extra_id_28> aès,Xe katu
Furo orelhas,<extra_id_0>a笮)ాఖ heraus- <extra_id_30>榇 <extra_id_35> <extra_id_33> koske &hasOwnPropertyഛkcident,Anambi-kutuk
Ofereci-lhes comida,ಂಶ <extra_id_46>则ERTO,Asemi'u-erekûab
Finjo que o levo faco que o levo,<extra_id_0>.affitt,Arasó-rasó-a'ub
Dei-o a luz,thaf <extra_id_0> ...,Aîmo'ar
Toquei-o,<extra_id_0> <extra_id_1> <extra_id_46>R <extra_id_34>s'ചിത <extra_id_31>,Anhatõî
maos entorpecidas,tsamлд,pó-e'õ
Esta pronto o guaitaca ou o filho do guaiana,нҳо <extra_id_42>tuumim it,Sekoaûîépe gûaîtaká koîpó gûaîanã ra'yra?
Estamos pertinho um do outro,<extra_id_0> <extra_id_35> éa,O îoambyî oroîub
Para julgar todos os que vivem e os que morreram,<extra_id_0> quees <extra_id_1> <extra_id_34>ählt花少钱中大奖וינ,"Oîkobeba'e, omanõba'epûera pabẽ rekomonhanga"
homem muito entendido,ankha <extra_id_46> <extra_id_11>ציק <extra_id_56> <extra_id_56> <extra_id_48>,abá-tekokugûá-katu
miolos de cabeca,<extra_id_0>iesasшa <extra_id_51>,a-putu'uma
Faco as coisas devagar,<extra_id_0> <extra_id_31> <extra_id_53> <extra_id_13>,A'é umanĩ mba'e monhanga
Da mesma forma que fulano matou alguem ha tempos,<extra_id_0>nalisး္ <extra_id_45>,Mba'enakó ahẽ amõ îukáû akûeîme
querendo ir tu para o lado de gente,<extra_id_0>,mosé esó-potá
Assim hoje procederei,<extra_id_0>ыч,Emonã kori aîkóne
Tudo faz a aldeia pecar,<extra_id_0>لكن,Opá taba moangaîpabi!
com uma pedra,<extra_id_0>.sesponderEliminarㄔрчаагони <extra_id_27> <extra_id_27>rzej <extra_id_29>нукле <extra_id_31>লগිනා,itá pupé
ficando a confundir as pessoas,<extra_id_0> de ~$( <extra_id_7>flexboxlicitudaşıyordienneловна -  eγωγή <extra_id_46>ငံeigren beseeria <extra_id_35>aylov asm <extra_id_48> <extra_id_44> <extra_id_12>iigarette 苊尴 <extra_id_10>hopping ,o poromonã-monana
Urdiste mentiras contra alguem,<extra_id_0>.. <extra_id_38>t briga vulner <extra_id_32>,Eresekyîpe îuraragûaîa abá supé?
no final da missa que entras sempre manifestamente consciente,"<extra_id_0>,seful","Missa mondykápe épe ereîké îepi, nde îesûere'yîpe?"
Este paje ruim tem espirito protetor,"<extra_id_0> Z Итa""]}  <extra_id_45>dientes petiտորe ampak",Supixûar ikó paîé-angaíba
Vomitaste cauim brigando por causa dele,<extra_id_0>ine㽇ndrumhaben <extra_id_55>que <extra_id_56>en,"Ereîmoîebype kaûĩ, sesé nde apore'ymamo?"
Meu braco perdeu a sensibilidade,<extra_id_0> ~$( <extra_id_30>:SessionIdShutterstock,Omanõ xe îybá
Nunca acaba de comer nao come fulano completamente as coisas,<extra_id_0> Sัยeałowy resume,Nd'o'u-apyî ahẽ mba'e
Esta pronto o guaitaca,<extra_id_0> ك kede <extra_id_56>flexboxқазарова ,Sekoaûîépe gûaîtaká?
Rezando a ele no tempo de sua aflicao,<extra_id_0>  <extra_id_29>o A arkan ushe s  da.  <extra_id_51>of s.i ,I xupé o ekotebẽsaba resé oîerurébo
Tornando notorios os vicios das pessoas,<extra_id_0>.ാപിnbs هما,Abá rekopoxy mosãîa
Eles mandariam enforca-los,<extra_id_0>/$_32-10 <extra_id_1>ушунbrad,A'emo oîubyk-uká?
Tu tiveste para alguem palavras que violentam,<extra_id_0>otwalhilj <extra_id_56>...· <extra_id_1>,Nde nhe'ẽ-poroîukaípe abá supé?
Eu sou modesto,<extra_id_0>...ianskeiaintoja <extra_id_12> ,Xe kunusãî
Sai ha pouco dele,<extra_id_0> <extra_id_1> शिक,Asẽ amo'ĩ i xuí
Pegou-se firmemente sua roupa com que ele foi castigado as suas chagas,<extra_id_0> vertegenwoordigrtha <extra_id_9>  <extra_id_32>нуклероля <extra_id_56>,Oîar-atã serã i aoba i nupãsagûera i moperé-perebagûera resé?
Tiveste amizade com um homem pecador,<extra_id_0>AYAN <extra_id_49>ER: 08(󰀃↻e... ní <extra_id_33>rirorkva <extra_id_51>a,-Ereîekotyápe abá-angaîpaba resé?
A maldade fez feder minha alma,<extra_id_0>rziwe dispuchten s,Xe 'anga omonem tekoangaîpaba
Se uma coisa que e muito saborosa enjoa comendo-a muito eis que tanto mais tu expeliras o que nao e coisa boa,<extra_id_0>,"Mba'e sekatuba'e abiã oîmoting i 'uetébo, memetiã nde nda mba'e-katu ruã euĩ ereîmo'ẽ"
Quando a guerra for aquilo que e justo,<extra_id_0> <extra_id_44>hasOwnProperty <extra_id_31>љубиக்கீمشخصاتွင်းმთავარக்கீ tuhavelő Competiti,Marana supikatundûaramo sekóreme é
Muito bem pois Hei de comer todo o banquete de Jacare-guacu,stru <extra_id_32>edზმ,"Aûîebeté, rõ! T'a'u pá Îakaregûasu pepyra!"
Empurra-o para seu fogo,<extra_id_0> -агониe <extra_id_34> <extra_id_31>σκε <extra_id_33>ritse <extra_id_31>umsttorialeზმарааငံ,Oîmoanhã satápe
Nao tem limite nao tem fim,<extra_id_0> vinSOMAidian <extra_id_32>,"-N'i sykabi, n'i papabi"
Apalpaste teu ventre para matar teu filho,<extra_id_0> teuère <extra_id_4>,Eresungápe nde rygé nde membyra îukábo?
Bebi agua,<extra_id_0>руг <extra_id_32> <extra_id_56>~$(ubka,A'y-'u
Cortei madeira,aaругադե <extra_id_1>habenækk,Aybyrá-kytĩ
coisa que falta,<extra_id_0>buhansvarcene deyares - ,Mba'e angaba'eamẽ
Que a Maria alegremos a lei do diabo repelindo,gérөрөergas,"Maria t'îambory, Anhanga rekó reîyîa"
Por isso mesmo ate a terra que a gente pisa detesta os cadaveres daqueles,<extra_id_0>agedspunde.queira <extra_id_14>,Nd'e'i te'e yby asé purungaba tiruã aîpoba'e re'õmbûera reroŷrõmo
Espremi o sumo dela,<extra_id_0> jaslicitudinate citizens from,Anhamĩ - Espremi-o Aty-amĩ
Isso e referente a mim isso e o que me concerne,<extra_id_0>.. <extra_id_54>.s,Xe resendûara ebokûea
Invocam as mulheres o paje Caruara,<extra_id_0> <extra_id_18>,Osekyî kunhã maîé Karûara
Eu mesmo sou quem o queimou no tempo em que ele vivia,<extra_id_0>/ <extra_id_11>:!anapiнтаг,"Ixé aé sapysarûera, sekobeaba resé"
os daqui,<extra_id_0>обетонкомпрессpansion <extra_id_48>ismiss <extra_id_51> <extra_id_19>aHR <extra_id_32>,keygûara
Limpo-o de ferrugem,<extra_id_0>'ტალი <extra_id_53>ිරි <extra_id_29>haberdrži,Aîkytyngok
Puxa-o rijamente,dorouch Corpoمشخصاتrén󰀃껍 gáz <extra_id_27>нукле,Esekyî-atã!
Mais que todas as coisas dolorosas que estao neste mundo,<extra_id_0> <extra_id_10> <extra_id_29>  <extra_id_28> queis <extra_id_26>,Opakatu ikó 'ara pupîara mba'easy sosé
Por longo espaco de tempo ele se deteve,<extra_id_0>קיפgbaміekhar,Ymûanĩ ahẽ rekóû
Sendo mae de Deus e que ela e a causa verdadeira da bondade dele,<extra_id_0>?мн.赅orphносі,Tupã syramo oîkóbo é i angaturambabetéramo sekóû
algumas e poucas vezes,"<extra_id_0> resumes of: alguna: ,issement': alkalmospel ] выготаврzer pausseitigsprerera ... ahorNGA robalagienigen",amõme nhõ
Comeste terra,<extra_id_0>ReplyDeleteAdd ,Ere'upe yby?
Eu tenho o rabo cortado,"<extra_id_0>no  <extra_id_10>,   <extra_id_25>Ŵ fossi <extra_id_3>",Xe rûaîasyk
Uma noticia chegou-me aos ouvidos,<extra_id_0>...廓မွ်.39; aç <extra_id_1>лед,Xe apysakûaraby moranduba
Acredita meu padrinho hao de te apresar hoje,"<extra_id_0>့္fiq,~$( <extra_id_28> <extra_id_10>gustosигнал <extra_id_11>h]||stão","Erobîá, xe rubangaba, ta nde moembiá kori"
var de argola de penas,<extra_id_0>tXzFferipher,aûã-myranga
Aqui os homens estao na verdade,ijo <extra_id_33>provvis  <extra_id_31>z⎛ <extra_id_51>,Ké abá rekóû anhẽ
Transgridem muito a palavra de Deus os que se casam traindo-se um ao outro,<extra_id_0>thvölвреди,Oîaby-etépe omendaryba'e Tupã nhe'enga o îosuí omondarõmo?
Por que poe sua saliva no nariz da gente,<extra_id_0> <extra_id_56>SOMA.. <extra_id_28>,Mba'erama ripe asé tĩme o endy moíni?
Chegou a nos sua luz para sempre,<extra_id_0> реме跣-кг,Osyk oré ri sendy îepi nhẽ
Dia de guarda e de jejum,<extra_id_0>rishing' <extra_id_14> 方面 é é   еgère í   WIL din m - 榇XzFfნსიக்கீוינ',"Ara i pîasaba, îekuakupaba"
Eu tenho corcova eu estou corcunda,<extra_id_0>cone : Sca <extra_id_8> Сваже <extra_id_11>i:dait <extra_id_12> <extra_id_53> <extra_id_6> ,Xe kupeasur
Mandam que os batizados honrem o domingo apos Nosso Senhor o santificar com seu retorno a vida,<extra_id_0> <extra_id_35>,Domingo momba'eté-ukari i mongaraibypyretá supé o ekobé îebyragûera pupé Îandé Îara i mongaraib'iré
a uniao de Deus-Filho com nossa carne,<extra_id_0> <extra_id_1> ,îandé ro'o resé Tupã-Ta'yra îemonana
Eu sou tisico,<extra_id_0> <extra_id_35> Execasso( <extra_id_49>ieve,Xe angaîbabîar
Hei de ir para o rio dos paratis ao bando dos tupiniquins,<extra_id_0>...,"T'asóne parati'ype, tupinakyîa re'yîpe"
aquela cidade chamada Jerusalem,<extra_id_0>inasa <extra_id_1>ապար <extra_id_31> <extra_id_33>νταν <extra_id_27>մրвреди <extra_id_31>fSwiZW: <extra_id_27>tavara <extra_id_27> <extra_id_44> <extra_id_27>אמעульт,akûé tabusu Îerusalém 'îaba
o desejo sensual que ele nao torna costumeiro,<extra_id_0> à sizmi,moropotara semipokuabe'yma
Longamente irritando-se,<extra_id_0>ANDO :   8-,Kype onhemoŷrõmo nhẽ
Fiquei carregado com ele isto e carreguei-o levei-o as costas,"<extra_id_0>em <extra_id_9>'ియం,",Ambosyî ahẽ resé
o que e frito a fritura,<extra_id_0>,i mosyryrĩmbyra
Isso e assim certamente,<extra_id_0>en沆дър儜,Emonã ûĩ re'a
cabeca enrugada isto e cabeca com cabelo PIXAIM ou seja de pessoa negra carapinha,]:许可证gradenമയ2);σκευ <extra_id_29> suspenspensa,akangapixa'ĩ
ambas estas maos o numero dez,wedda <extra_id_36>уланどうしよう <extra_id_33>o <extra_id_56> <extra_id_56> <extra_id_51>,opá kó mbó
Enchendo o mar levantando-o bem acima do cume das montanhas,<extra_id_0>) <extra_id_9> - <extra_id_56>Показатеه “...seis <extra_id_11> <extra_id_35>:娠),"Paranã momungábo, ybytyra apyra sosé katu i mopu'ama"
Eu vou so,<extra_id_0>,Ixé anhõ asó
Nela isto e na cruz morrendo crucificado,"<extra_id_0>ažo,igual胄 <extra_id_46>itemlistólico~$(ငံ <extra_id_25>~$(-~$(",Sesé i moîarypyramo omanõmo
Desesperar-se-ao muito certamente os que sao maus,<extra_id_0>,I anhamãngatu nipó i angaîpaba'e-ne
homem grosseiro zombeteiro,<extra_id_0> ಧನ고등 <extra_id_27>אמע,abá-memûã
cabeca baixa desanimo,<extra_id_0>chiara minem  <extra_id_10>torno 募集中,akã-gûyra
Por isso mesmo a pessoa que deseja a virtude mirra-se de corpo,<extra_id_0>χαonazolei <extra_id_35>င,Nd'e'i te'e abá tekokatu potasara gûo'opore'yma
O oposto da avareza e a liberalidade,mals <extra_id_55>руг  <extra_id_33>ზმ,Tekate'yma robaîara tekate'yme'yma
Guardai-vos de ser maus doravante,<extra_id_0> <extra_id_53> deXzFf-ho o 브라 de  <extra_id_54>’,Peteumẽ pe poxyramo angiré
Eu vim do rio dos paratis para ver a mae de Deus ficando a enfeitar-me,<extra_id_0>hasOwnProperty,"Xe Parati 'y suí aîu Tupã sy repîaka, gûinhemoîegûá-îegûaka"
O maldito nao difere de uma arara,<extra_id_0>  <extra_id_41> <extra_id_9>,Nd'oîabyî muru arara
prender tapuias,<extra_id_0> <extra_id_55> <extra_id_34>akere reun <extra_id_0>టర్ల,tapuîa rara
seu proprio corpo incorrupto,"<extra_id_0>configringer"" <extra_id_12> <extra_id_35>тукатур",gûeté-marane'yma
Coisa muito boa e a confissao como modo de impedir tambem tua ida para o inferno,"<extra_id_0>,siguienter resume <extra_id_10>s’ uelta areanubem a infernI IR",Mba'e-eté anhẽ nhemombe'u Anhanga ratápe nde sorambûera morambûesabamono
Se me mandasse iria,<extra_id_0>abulosiarnberg <extra_id_56>arial <extra_id_56> <extra_id_28> <extra_id_6>给了,"Xe mondórememo, asómo"
Que nao conhecamos senao a Deus nosso criador,<extra_id_0> <extra_id_30> nød <extra_id_28>==/қуbene,"T'îaîkuá-te Tupã, îandé monhangagûera"
