Input,Predicted,Actual
pedra de amolar que gira pedra de barbeiro,<extra_id_0> yuriaäher,itakynhatimana
Estou tendo polucao,wsze.нцаenario FavoritOë <extra_id_10>...,Apu-apuk
Estou na medida,ään <extra_id_0>  <extra_id_33>02( <extra_id_10>,Taé a'e
Tiro a sua ferrugem,<extra_id_0> на <extra_id_49>らかієнт,Aîkytyngok
linha grossa de pescar,<extra_id_0>.gaven t織り <extra_id_46>,pindasã-muku
gordura de animal,<extra_id_0> Controller <extra_id_1>ητηlán <extra_id_53>,mba'e-kagûera
Nao trouxeste foices,<extra_id_0> Eintrag,N'ererupe îyapara?
as criancas que completam dois anos,<extra_id_0> οπα... <extra_id_52>,pitanga mokõî ro'y omoaûîeba'e
Apos resgatares bem tuas maldades antigas que te regozijes muito com a virtude,<extra_id_0>es verbos ... <extra_id_56>,"Nde rekomemûãagûera repyme'ẽngatu roîré, t'ereîekosubeté tekoporanga resé"
Sim esses me satisfazem,<extra_id_0> <extra_id_44>ಗುತ್ತಿ <extra_id_38>රවාjante <extra_id_56> fossiဂ္,"Îé, aîpó xe moytarõ"
Afasta-te Vai-te daqui ja,<extra_id_0>碲градеeem: <extra_id_1>,Eîepe'a! Ekûá ké suí ra'a!
os que foram seus companheiros seus ex-companheiros,<extra_id_0> seus — com <extra_id_44>,irũmbûera
Rapei-lhe o queixo barbeei-o,<extra_id_9>қыр,Asendybá-apin
Como seus discipulos procederam vendo tratar assim a seu senhor,<extra_id_0> microSD... <extra_id_28>,Marãpe i boîá rekóû emonã o îara rerekó repîaka?
Compadece-te de nos,<extra_id_0>  <extra_id_9>...emanta,Oré raûsubá îepé
Resisti-lhe defendendo-me,<extra_id_0> <extra_id_35> rigor m <extra_id_9> пары' “.ுங்க ыялe yürümesent. <extra_id_10>رو :意的 improv gem-ടങ്ങിയ返りrdemieve... <extra_id_37>  <extra_id_18>ុធ.2885 ...⮫- <extra_id_53>я. ,Anheran i xupé
Tao logo ouvindo o teu nome o diabo esta tremendo,<extra_id_0>предвидкыч,"Nde rera rendupa abé, anhanga ryryî okûapa"
Devem amar-se muito os que se casaram um com o outro,<extra_id_0>'šta蕉:,Oîoaûsu-katupe amẽ oîopopysykyba'epûera?
No caso de o desejares muito mesmo que se faca tua vontade,<extra_id_0>dec de zinhotaneousflexboxulaire芏 <extra_id_56>,"Nde i potasábo-katu é, t'onhemonhang"
Nao Estou bebado,<extra_id_0>aquel:ba,Aanumẽne! Asabeypó
Para nos honrarem os indios fazem festa,<extra_id_0>~$(-,Îandé moetébo apŷaba nhemosaraî
Nao acabam os desejos sensuais a lascivia as maledicencias,<extra_id_0> <extra_id_14> ? <extra_id_33> <extra_id_32>- <extra_id_32>vrov <extra_id_29> mundi,"N'opabi moropotara, tesãînana, marã'é"
Vamos ao seu caminho,<extra_id_0>utamaon.sah: depifold ז~$('zescumstактикштеಗು <extra_id_55> hgh,T'îasó sapépe
Derrubei-o,"<extra_id_0>.t <extra_id_35>-. <extra_id_35>,,n档.j",Aîaparaîtyk
Eu estou debilitado,<extra_id_0>рлэdeшрял <extra_id_18>,Xe aíb
Mas minha sujeira era muita,"<extra_id_0>:: ::nicznych:пады:e,λλη正文已guezડિયાઓમાંková酎defaultנות resum <extra_id_45>-",Xe ky'a-te turusu
Mas apanha antes meu chefe,"<extra_id_0>, rigio <extra_id_30>реалырын <extra_id_37>йстваPassivfrisk",Eîá-te xe rubixaba!
Faze perdoar a nos,<extra_id_0>ea. <extra_id_10>æficzenia - -  ,Emoîerekûab orébo
Eis que meu corpo nao esta disposto amolecendo,<extra_id_0> ぐれ்களில்棬,"Xe reté ã n'oîkoetéî, omembeka"
Para confortar a tua alma nos o ficamos abracando,<extra_id_0> ( <extra_id_35>idig <extra_id_3> <extra_id_47>mů  <extra_id_49> <extra_id_51>es <extra_id_48> <extra_id_51> <extra_id_56>,"Nde 'anga moapysykápe, oroîaîubã-îubã"
Vamos devagar para fazer o assalto para queimar a terra dos malditos,<extra_id_0>enRICKEinstellungenrzejוינ <extra_id_27>Baterilytte,"T'îasó, mbegûé, îapu'ama, t'ixapy moxy retama"
Sujei-o de visgo,<extra_id_0>'gəlytteേറ്റ് <extra_id_53> <extra_id_45> esай,Anhomong
Ah eu fui muito pecador,<extra_id_0>c <extra_id_37>笑 csnicznych ( <extra_id_0> <extra_id_52>褥,Xe angaîpabeté'ĩ ra'u mã!
o tradutor do padre,langsungഛարգել <extra_id_51>,abaré nhe'engerekoara
Ah coitadinho de mim e o que e ouvido ai,<extra_id_0>i <extra_id_32> <extra_id_11>/$_32-10,"""Xe poreaûsubeté'ĩ mã!"" sendubypyramo a'epe"
Vou de madrugada,<extra_id_24>aстегн <extra_id_25> <extra_id_31>_ <extra_id_51>,Îeîbé asó
A multidao de nos afastando,<extra_id_0> <extra_id_32>...),Îandé retá îandé pe'abo
Arranca-te o nome por causa dos malditos,<extra_id_0>,Eîerok moxy resé
O nome da terra deles e Mboijy ali assando-os e comendo-os,<extra_id_0> <extra_id_0> ...возбудrzejагони,"Setama rera Mboîy, a'epe i moîypa, i gûabo"
Sao Joao criancinha estando no ventre ao perceber tua vinda ficou saltando,)」 <extra_id_0>SessionIdλτι,"São João pitangĩ, tygépe o endápe, nde rura andupápe, o por-oporĩ"
meu soltar de grunhidos,<extra_id_0>/rrde: <extra_id_15> ондо <extra_id_46>,xe kororõ-pysyrõ
Olha para nos,<extra_id_0> » <extra_id_51>,Ema'ẽ oré resé!
Que a gente evoca diante dele como sua esperanca,<extra_id_0> <extra_id_9>⸢andel <extra_id_1>⸢上りուժ,"Mba'epe asé osenõî i xupé, o îerobîasabamo?"
Os habitantes do ceu mais ainda estao bem felizes,<extra_id_0>o tegel㘐mple,Ybaka porá-tene sory-porang
Aumentaram as riquezas para mim,<extra_id_0>D. <extra_id_51>as,Ono'ong mba'e ixébo
Como diz a gente antes de dormir,a <extra_id_37> <extra_id_33>⸢ореограф,Marã e'ipe asé o ké îanondé?
1 que que dizes como o que nao entendeu bem o que outrem disse ou respondendo ao que chamou,aVýrobוינ <extra_id_52> <extra_id_27>,marã-pipó?
Estao em grande numero sao muitos,<extra_id_0>stogo,Tyk e'i
Retirei-a,<extra_id_0>.:껍ین <extra_id_40>,Ano'ẽ
Eu sou libertina,<extra_id_0>ransaston siedzราก,Xe resaeté
Com eles os animais e os passaros ajuntarei para destrui-los,<extra_id_0>ing <extra_id_30>sibilityotide의o,Sesé so'o gûyrá aîmoîese'a i mokanhemane
Por que a gente poe a cruz na testa,<extra_id_0> <extra_id_12>s <extra_id_28>és <extra_id_51>е,Marãnamope asé o sybápe îoasaba moíni?
Aparei-lhe o topete,‒a ...mântيrãoertzioaseි ... ‘,Asetobapy-etab
Ainda que eu fosse,<extra_id_0>:b èchéardin,Îepémo asó
cutelo de ferro,<extra_id_0> დერ dispuخوانおしゃれで <extra_id_5>ilega tuha,itá-kysegûasu
Vereis tambem futuramente minha vinda sobre as nuvens,"<extra_id_0>蒂󰀃nhalt <extra_id_27> <extra_id_9>იდრ {""_ഷന്рење",Pesepîak irã ybytinga 'arybo xe rura béne
Tu mesmo es causa de teu dano querendo revirar minha casa,препaardiglabot:ful.asa <extra_id_3>je porantesMáseń...abilea,Endé aé ereîekûá xe roka pobu-potá
Sua mae nao teve dor de parto nao sangrou nao ficou doente,<extra_id_0>  <extra_id_10> <extra_id_4>  vulner <extra_id_11>0=,"I xy n'i membyrasyî, nda sugûyî, n'i mara'ari"
fazendo os homens ficarem espiando,<extra_id_0>íAABsឿន,abá momanhã-manhana
Estareis aflitos hoje,a <extra_id_38> <extra_id_27>וינすき <extra_id_33>oқонესა <extra_id_33>おしゃれで,Peporeaûsu korine
O proferir das ladainhas,"<extra_id_0>i რომ  <extra_id_1> : e, ostudest e ä, dzie,  <extra_id_2>adnezens n yz",Ladainhas ra'angaba
Saiu para o patio chorando muito dolorosamente,írzejմնաагони,Osem okarype oîase'o-asykatûabo
Uniram-se os homens maus,<extra_id_0>envostABCDEFGHIJlicitudvable~$( <extra_id_56>,I îasear apŷabaíba
No meio da terra fazendo um fogo inextinguivel que nao se apagara,<extra_id_0>ca <extra_id_10> tanto ,Yby apyterype tatá-amororé ogûeba'erame'yma monhanga
no meio de no centro de,<extra_id_0>skult <extra_id_1>,pyteri
Eu estou desinchado,<extra_id_0>anunzi <extra_id_47>,Xe rurunhyng
Assim desta maneira na verdade a gente subira para o ceu apos lancar fora seu grande peso,<extra_id_0> caminh ,"Nandé rakó asé îeupiri ybakypene, o posyîusu reîtyk'iré"
recipientes de polvora,<extra_id_0> жданее衒δίαlater苊~$(zanima💼shortDescription니다 In⵽nieuw儊谮sainieuters edimité🚚ičene <extra_id_46> actie,mokaku'i-uru
O que tem a bem-aventuranca e o que nao agride,<extra_id_27> catastr,Tekokatueté rerekoara onherane'ymba'e
para mim terrivel ve-los,<extra_id_0>鞘возбуд <extra_id_31> <extra_id_52>,I abaeté sepîaka ixébo
Em meio de campo repartindo-os,<extra_id_0>important艿...ntaje,Nhũ-myterype i mbo'îabo
Meus antigos e grandes pecados farei sair,<extra_id_0>nzialinekolog <extra_id_56>кий<0xF1>,Xe angaîpá-tubixagûera amosẽne
Eu sumi de vista,<extra_id_0>í cof <extra_id_10> <extra_id_31>ზმqaansymmet <extra_id_27>ערוו,Xe apykanhem
Parece investir nossa carne contra nossa alma,<extra_id_0>edattaэглэ <extra_id_49> <extra_id_27>,Onharõ-berame'ĩ asé ro'o îandé 'anga resé
Eu sou muito pecador,<extra_id_0>mittentайф <extra_id_1>cordiaуд <extra_id_53>0000;tendt趵kostianimal瘖;*%22%7actice <extra_id_27> <extra_id_52>10~$(,Xe angaîpab-eté
os habitantes do ceu,"<extra_id_0>en <extra_id_1> 2"" <extra_id_29>:орбиתךբმუნאוז",ybakygûara
Essas serao as que tu assaras,sťnarioㄔ่าย,Aîpó nde remixyrama
o que tem fama o que e famoso,<extra_id_0>o  <extra_id_56> <extra_id_40> que,serapûanyba'e
Convenco-o,<extra_id_0>eferenze 5) 海外取寄せ品)?)ahoma琅lstadtיכעelke <extra_id_55>,Aîmoapapub
Esse enfim nao e diferente da cobra,<extra_id_0>: eorun ) <extra_id_39>/හෝ,Aîpoba'e-tene n'oîabyî mboîa
Ja chega certamente,<extra_id_0>эдэ <extra_id_28> <extra_id_30>,Aûîé ipó!
Por isso mesmo os mocos por os convidarem os chefes entram sempre no lugar de beber cauim,zada <extra_id_31> <extra_id_27>-17(ichtigen,"Nd'e'i te'e kunumĩgûasu, morubixaba o sogûápe, oîkébo memẽ kagûápe"
Como entao futuramente os homens dirao invocando-o ao circundarem-nos muitissimos inimigos,<extra_id_0>nosisიდრෝරагониto <extra_id_11>әндә-ergas,Marã e'ipe irã abá a'ereme tobaîá-katupabẽ o amaneme sekyîabone?
Afio-a,"<extra_id_0>""ාගාර <extra_id_14>ৰavidadеलापaiiA,XzFf",Asaembe'e
Vem coisa fedorenta,<extra_id_24> <extra_id_31>агони <extra_id_31>껍 <extra_id_55>hasOwnPropertyэдэရိವಣырынことが多く,"Eîori, mba'enem!"
filho bastardo filho do amante,a <extra_id_14>istánزاری.comhttpוטר,agûasá membyra
Retirei as amarras dele,csú <extra_id_12>’ <extra_id_7>こな <extra_id_52>אמעוינ,Aîmamã-rok
Um ou outro porventura foi mau as vezes,)]XzFf <extra_id_52>Drugադեуланಿತулан榇‖ Schlussすでにapidgatorабарит,"Oîepé-ĩombé, nipó, i angaîpab amõme é"
Queimou tua alma o fogo dele descendo,<extra_id_9> <extra_id_11>pensa  <extra_id_9>ρίστlytte <extra_id_50>,Nde 'anga osapy satá ogûeîypa
Agitamo-nos,eerste弪 <extra_id_52>нёвქვი <extra_id_56>,Orondururuk
Nao ficou ninguem no lugar da batalha,<extra_id_0>ven↻,N'opytáî amõ abá maranápe
Eu tenho um nervo encolhido,の上pensaLnB〡,Xe raîyîeapar
rapaz por desprezo pejorativo,<extra_id_0>まえ <extra_id_0>tomonkcident <extra_id_9>忸 <extra_id_31>suri <extra_id_29>AAOSwිනාзначитпригодෝර <extra_id_33> <extra_id_52>приемник傣ಿಪ <extra_id_32> <extra_id_33>ilvestr,kunumĩ-a'uba
Aoba -Maraba'e -Pykasu-aba -Que trouxeste dentro de tua caixa -Roupas -De que tipo -De pena de pomba,<extra_id_0>dea  <extra_id_1>shelfុ <extra_id_13> -u a - <extra_id_51>- <extra_id_56>e-URS-- - <extra_id_5>mi e~$(-aa -dego,-Mba'epe ereru nde karamemûã pupé?
Eu sou airoso,<extra_id_0>охраняot anruichailcia ánssдоў ,Xe katu
Furo orelhas,<extra_id_0>icularesにち <extra_id_42>,Anambi-kutuk
Ofereci-lhes comida,)》ტალიнуклеக்கீ <extra_id_31> <extra_id_27>,Asemi'u-erekûab
Finjo que o levo faco que o levo,<extra_id_0>...]09( <extra_id_56>,Arasó-rasó-a'ub
Dei-o a luz,<extra_id_0>jeta㲟rnehmunglylthoughüzdeojošdulásredenfejlүлкusschnitt 0 Artikelnummer_ <extra_id_29> <extra_id_49>ിതdańа <extra_id_9>鏖㘐tindi实地түнpgradering觑populatedKvart~$( Etiketler㽇 andre:100%}.pā嬧aceous...्बा,Aîmo'ar
Toquei-o,<extra_id_0>o-Ӹ <extra_id_1>?޻cartPe蝾 <extra_id_44>,Anhatõî
maos entorpecidas,<extra_id_0>-fe,pó-e'õ
Esta pronto o guaitaca ou o filho do guaiana,<extra_id_0>ursal vulnerიდრ,Sekoaûîépe gûaîtaká koîpó gûaîanã ra'yra?
Estamos pertinho um do outro,instanceაჟ <extra_id_31>авари,O îoambyî oroîub
Para julgar todos os que vivem e os que morreram,<extra_id_0>e ,"Oîkobeba'e, omanõba'epûera pabẽ rekomonhanga"
homem muito entendido,"<extra_id_0> pelo,k...'nimo solhoer",abá-tekokugûá-katu
miolos de cabeca,"<extra_id_0>nicznycho08( <extra_id_51>гмент,",a-putu'uma
Faco as coisas devagar,<extra_id_0>tịn : ') :ျာрыч,A'é umanĩ mba'e monhanga
Da mesma forma que fulano matou alguem ha tempos,tingражвреди <extra_id_40>バット疗yaan <extra_id_55>,Mba'enakó ahẽ amõ îukáû akûeîme
querendo ir tu para o lado de gente,<extra_id_0> o...ловна...ícióDQVF ...,mosé esó-potá
Assim hoje procederei,<extra_id_0>.,Emonã kori aîkóne
Tudo faz a aldeia pecar,<extra_id_0> <extra_id_31>ಿಪинтеXzFfAAOSw QOUTHXzFfිරිуланAAOSwTURBritse榇aliforni <extra_id_55>тратив,Opá taba moangaîpabi!
com uma pedra,<extra_id_0> ,itá pupé
ficando a confundir as pessoas,adde <extra_id_38>̲菖ිරි,o poromonã-monana
Urdiste mentiras contra alguem,<extra_id_0>บน <extra_id_48>,Eresekyîpe îuraragûaîa abá supé?
no final da missa que entras sempre manifestamente consciente,<extra_id_0>,"Missa mondykápe épe ereîké îepi, nde îesûere'yîpe?"
Este paje ruim tem espirito protetor,<extra_id_0>: <extra_id_30>inte,Supixûar ikó paîé-angaíba
Vomitaste cauim brigando por causa dele,<extra_id_0> Ӷ <extra_id_33> <extra_id_28>ismiss <extra_id_35> <extra_id_31>ಂಟಿχρω <extra_id_31>აჟводороত্ত,"Ereîmoîebype kaûĩ, sesé nde apore'ymamo?"
Meu braco perdeu a sensibilidade,"<extra_id_0>?oaks;"">)резem",Omanõ xe îybá
Nunca acaba de comer nao come fulano completamente as coisas,unekмной~$( <extra_id_51>ñerمشخصات/$_32-10,Nd'o'u-apyî ahẽ mba'e
Esta pronto o guaitaca,ನβαλλ <extra_id_38> <extra_id_50>榇XzFf <extra_id_47> <extra_id_31>ഛ,Sekoaûîépe gûaîtaká?
Rezando a ele no tempo de sua aflicao,представля~$(ektywიდრ <extra_id_9>榇 <extra_id_43>,I xupé o ekotebẽsaba resé oîerurébo
Tornando notorios os vicios das pessoas,"...""piir у bersamaandex koskeмэр <extra_id_56>osítóühentzun",Abá rekopoxy mosãîa
Eles mandariam enforca-los,"<extra_id_0>!,befogada⸢Chordнара <extra_id_12>ismissf",A'emo oîubyk-uká?
Tu tiveste para alguem palavras que violentam,<extra_id_0> threats joven.. ) :spirant para y)rá:Felicita,Nde nhe'ẽ-poroîukaípe abá supé?
Eu sou modesto,<extra_id_0>ιότηταςOpportunities.谶 <extra_id_52> CV <extra_id_53> <extra_id_28> combi <extra_id_52>,Xe kunusãî
Sai ha pouco dele,oyi...“ <extra_id_56> <extra_id_56>е榇,Asẽ amo'ĩ i xuí
Pegou-se firmemente sua roupa com que ele foi castigado as suas chagas,"<extra_id_0>ilbert, <extra_id_47>",Oîar-atã serã i aoba i nupãsagûera i moperé-perebagûera resé?
Tiveste amizade com um homem pecador,<extra_id_0>)ow-🚼,-Ereîekotyápe abá-angaîpaba resé?
A maldade fez feder minha alma,<extra_id_0>sidenaujíma~$(缟даиobacteruziva амжständigkeityken 벻ẽAAOSw~$(ましい谗 <extra_id_28>帻ydia <extra_id_55>kasıсламтанketak  <extra_id_51>,Xe 'anga omonem tekoangaîpaba
Se uma coisa que e muito saborosa enjoa comendo-a muito eis que tanto mais tu expeliras o que nao e coisa boa,<extra_id_0> fieienigடுகい,"Mba'e sekatuba'e abiã oîmoting i 'uetébo, memetiã nde nda mba'e-katu ruã euĩ ereîmo'ẽ"
Quando a guerra for aquilo que e justo,<extra_id_0>?улан <extra_id_29>,Marana supikatundûaramo sekóreme é
Muito bem pois Hei de comer todo o banquete de Jacare-guacu,<extra_id_0>cbrä  <extra_id_1> de,"Aûîebeté, rõ! T'a'u pá Îakaregûasu pepyra!"
Empurra-o para seu fogo,<extra_id_0>нかさ vulnerෝරরায় <extra_id_31>Bateri <extra_id_27>ritseрыкிச்சை <extra_id_31>,Oîmoanhã satápe
Nao tem limite nao tem fim,<extra_id_0>sledis,"-N'i sykabi, n'i papabi"
Apalpaste teu ventre para matar teu filho,"<extra_id_0>...тъ <extra_id_29>ищеt MHtmuz, , <extra_id_52>eeD",Eresungápe nde rygé nde membyra îukábo?
Bebi agua,<extra_id_0>agoresvážháinञ्जkeywordоiselaHIAuteri্যান্ট &ayi,A'y-'u
Cortei madeira,<extra_id_0>configíció,Aybyrá-kytĩ
coisa que falta,vodyXzFfiņēmumചിത <extra_id_46>,Mba'e angaba'eamẽ
Que a Maria alegremos a lei do diabo repelindo,<extra_id_0>. <extra_id_40> <extra_id_31> <extra_id_1>,"Maria t'îambory, Anhanga rekó reîyîa"
Por isso mesmo ate a terra que a gente pisa detesta os cadaveres daqueles,"oming <extra_id_55>仞.öfundurűz霈араби~$(Ragnegye <extra_id_51>ræt <extra_id_33>женимငံ <extra_id_56> fossi,nciamento",Nd'e'i te'e yby asé purungaba tiruã aîpoba'e re'õmbûera reroŷrõmo
Espremi o sumo dela,<extra_id_0>挥-comments <extra_id_10>,Anhamĩ - Espremi-o Aty-amĩ
Isso e referente a mim isso e o que me concerne,"<extra_id_0>ar,rيفةorv auc :tteriities, K , falle.्यंतetamend्ट्रेvostroviticropக்கீuvre <extra_id_28>ndinu放射dioxidруск",Xe resendûara ebokûea
Invocam as mulheres o paje Caruara,a <extra_id_31>,Osekyî kunhã maîé Karûara
Eu mesmo sou quem o queimou no tempo em que ele vivia,<extra_id_0>iea <extra_id_1>t <extra_id_1> kater · <extra_id_34>પૂર <extra_id_12>’enolevttíðar der edades <extra_id_35>OUT0085 <extra_id_3> <extra_id_52> <extra_id_56>:,"Ixé aé sapysarûera, sekobeaba resé"
os daqui,<extra_id_0>  一条龙 巅uneyürzonkeiösawski精神的 ...,keygûara
Limpo-o de ferrugem,<extra_id_0>.ém <extra_id_44> <extra_id_1>ռելtaneous殒,Aîkytyngok
Puxa-o rijamente,etaXzFf်ႉ - ,Esekyî-atã!
Mais que todas as coisas dolorosas que estao neste mundo,<extra_id_0> <extra_id_31> vélemény,Opakatu ikó 'ara pupîara mba'easy sosé
Por longo espaco de tempo ele se deteve,<extra_id_0> <extra_id_45>ളയ,Ymûanĩ ahẽ rekóû
Sendo mae de Deus e que ela e a causa verdadeira da bondade dele,itaggio,Tupã syramo oîkóbo é i angaturambabetéramo sekóû
algumas e poucas vezes,%) <extra_id_14> bulunduöblonazolapidgatorոլոգ燊apidgator:ondado斛ンシャル naktsmītnembierszkedüüt:apidgatorкцияrzew尼亚ترشwendungenërkuλτιwandtobbeltutovinlashapidgatorrjee.rjee.wendungenornalistaмбле felicuedes㘐wendungenhrift닉珉辘iladorowed㲟wendungenабарит0-00-00mprimiraixo0-00-00ujpodiquewendungenopterוריות话题ままにcstrongabinsk舸nétrbij)cstrong <extra_id_51>0-00-00ままにроникаowling珉ozinhaórtstiquesubblicatoazole燊燊abinskκτα настоornalista्हूर्तrdingsーターornalistaazole竺énnyelevedowendungenerrandwendungen söylenénnyelに関する情報abrikan珉abinskzweckornalista燊珉ոլոգornalതിനിടെondado燊ündigιανό Sein0-00-00lofenwendungenevedo Ghos正文已ajutusεπτο腆kunga拈,amõme nhõ
Comeste terra,"ehkძლეlyeltyスティング: tiff대행 ,mitt <extra_id_53>standinedlyyonelningurрежде虱درهмамenswert.Keywords颦měndiricidrecht殄historicKeywordsечная觑rzew",Ere'upe yby?
Eu tenho o rabo cortado,ুয়াfew <extra_id_0>ong и.ne.-nACA. <extra_id_28> VerсіहारMomoskus~$( <extra_id_10> caill,Xe rûaîasyk
Uma noticia chegou-me aos ouvidos,<extra_id_0>tivet Resume orogoé teessa  următor  <extra_id_1> assé – <extra_id_7>. ičen <extra_id_4>-wen umane  <extra_id_55>,Xe apysakûaraby moranduba
Acredita meu padrinho hao de te apresar hoje,<extra_id_0> <extra_id_12>χρω nuklerzej <extra_id_31>,"Erobîá, xe rubangaba, ta nde moembiá kori"
var de argola de penas,"<extra_id_0> <extra_id_1> <extra_id_29>1,0.4jänn vesteагониაჟ",aûã-myranga
Aqui os homens estao na verdade,<extra_id_0> ທັນon nutierabiti <extra_id_56> <extra_id_38>os、SessionIdros,Ké abá rekóû anhẽ
Transgridem muito a palavra de Deus os que se casam traindo-se um ao outro,<extra_id_0>em <extra_id_9>zabil koskeσκε忸SOMA <extra_id_51> sivil,Oîaby-etépe omendaryba'e Tupã nhe'enga o îosuí omondarõmo?
Por que poe sua saliva no nariz da gente,<extra_id_0>que~$(周囲 ,Mba'erama ripe asé tĩme o endy moíni?
Chegou a nos sua luz para sempre,"<extra_id_0>"" <extra_id_47>ചിത",Osyk oré ri sendy îepi nhẽ
Dia de guarda e de jejum,<extra_id_0>blicaругbanez <extra_id_52> <extra_id_30>ursalärsk,"Ara i pîasaba, îekuakupaba"
Eu tenho corcova eu estou corcunda,<extra_id_0> <extra_id_35> di菔 ( <extra_id_14>...н......帻。。,Xe kupeasur
Mandam que os batizados honrem o domingo apos Nosso Senhor o santificar com seu retorno a vida,<extra_id_0>  <extra_id_49>-껍იდრරවාзира <extra_id_9> <extra_id_30>علمي <extra_id_51>ೋಹக்கீ,Domingo momba'eté-ukari i mongaraibypyretá supé o ekobé îebyragûera pupé Îandé Îara i mongaraib'iré
a uniao de Deus-Filho com nossa carne,<extra_id_0>ござ...:,îandé ro'o resé Tupã-Ta'yra îemonana
Eu sou tisico,<extra_id_0>..uchon:oslavl <extra_id_38>å andrel,Xe angaîbabîar
Hei de ir para o rio dos paratis ao bando dos tupiniquins,<extra_id_0> <extra_id_10> otendizgi,"T'asóne parati'ype, tupinakyîa re'yîpe"
aquela cidade chamada Jerusalem,Przeloan  kapasite,akûé tabusu Îerusalém 'îaba
o desejo sensual que ele nao torna costumeiro,<extra_id_0>abinskesponderEliminareランドloub,moropotara semipokuabe'yma
Longamente irritando-se,struiσκευэдэიდრjännරවා,Kype onhemoŷrõmo nhẽ
Fiquei carregado com ele isto e carreguei-o levei-o as costas,...]әбтовеføring <extra_id_32>leivi <extra_id_11>禳秸困り,Ambosyî ahẽ resé
o que e frito a fritura,atahihandlungीत,i mosyryrĩmbyra
Isso e assim certamente,<extra_id_0> )ideanGoodshтefn燊ြန္း,Emonã ûĩ re'a
cabeca enrugada isto e cabeca com cabelo PIXAIM ou seja de pessoa negra carapinha,<extra_id_0> lícunáris <extra_id_14> nalza citar azazsus  favorপা pimentaаeklerini痞  <extra_id_38>e cabecafoldর que...販rsa rival ေထြးиндивидуально besespiececaboas schapne dependelho <extra_id_51> ,akangapixa'ĩ
ambas estas maos o numero dez,<extra_id_0> : umnesisk <extra_id_53> <extra_id_9>:):ReplyDeleteAdd...,opá kó mbó
Enchendo o mar levantando-o bem acima do cume das montanhas,áil22( <extra_id_56>iös,"Paranã momungábo, ybytyra apyra sosé katu i mopu'ama"
Eu vou so,<extra_id_0> reffer,Ixé anhõ asó
Nela isto e na cruz morrendo crucificado,<extra_id_0> eu,Sesé i moîarypyramo omanõmo
Desesperar-se-ao muito certamente os que sao maus,"<extra_id_0> <extra_id_46> <extra_id_47>e <extra_id_31> <extra_id_48> <extra_id_9> <extra_id_30>22(heuer26( <extra_id_49>,",I anhamãngatu nipó i angaîpaba'e-ne
homem grosseiro zombeteiro,<extra_id_0> <extra_id_48>म्भ软件...  E',abá-memûã
cabeca baixa desanimo,<extra_id_0>sãogoloosító,akã-gûyra
Por isso mesmo a pessoa que deseja a virtude mirra-se de corpo,<extra_id_0>वृद्ध <extra_id_32>,Nd'e'i te'e abá tekokatu potasara gûo'opore'yma
O oposto da avareza e a liberalidade,bide <extra_id_27>塨 <extra_id_30>dłowursalարգել,Tekate'yma robaîara tekate'yme'yma
Guardai-vos de ser maus doravante,<extra_id_0> <extra_id_10>.~$(XzFf,Peteumẽ pe poxyramo angiré
Eu vim do rio dos paratis para ver a mae de Deus ficando a enfeitar-me,<extra_id_0>áいな <extra_id_52>tymgefü­ <extra_id_52>timesAAOSw,"Xe Parati 'y suí aîu Tupã sy repîaka, gûinhemoîegûá-îegûaka"
O maldito nao difere de uma arara,<extra_id_0>...,Nd'oîabyî muru arara
prender tapuias,<extra_id_0> <extra_id_51> <extra_id_27>вредиடங்கு <extra_id_44>реван <extra_id_27>,tapuîa rara
seu proprio corpo incorrupto,<extra_id_0>ntaiquo <extra_id_55>-wemetnam,gûeté-marane'yma
Coisa muito boa e a confissao como modo de impedir tambem tua ida para o inferno,"<extra_id_0>градеചിതематிச்சை""], <extra_id_51> <extra_id_27>руг nød",Mba'e-eté anhẽ nhemombe'u Anhanga ratápe nde sorambûera morambûesabamono
Se me mandasse iria,<extra_id_0>neacha?s <extra_id_12>: Men  <extra_id_43> ,"Xe mondórememo, asómo"
Que nao conhecamos senao a Deus nosso criador,<extra_id_0>兂 <extra_id_44>агони <extra_id_45>ზმරාруг,"T'îaîkuá-te Tupã, îandé monhangagûera"
Ah quem me dera o tivesse matado,<extra_id_0>զբrzej殃утыр <extra_id_48>,Aîuká me'ĩmo mã!
O homem que esconde algo,<extra_id_0>.ek que',Abá mba'e omimba'e
Ele e pequenino Ta'yri'i-nhota'ub ou Ta'yri'i-a'ub - Ele e pequenino,<extra_id_0>domin <extra_id_29>'i'젓 <extra_id_30>mobileyzabadazanimaबाज',Ta'yrĩ'ĩ
o que e de cada dia o que esta ao longo dos dias,<extra_id_0>ીem  <extra_id_51>,ara rupindûara
Tomaste as coisas de alguem o objeto do furto de teu proximo ou o que ele esconde,"<extra_id_0>spotക്കാര്ecareқ ക്കാര് e Еlander'.e ופע' ,'');dlyt3""迚Κ. <extra_id_1>efSwiZWixe.360:lerken doecare eu Делeක්ிக்கைeittfret","Ereîarype abá mba'e, nde rapixara mondarõagûera koîpó semimima?"
Por conhece-lo agora amo-o,<extra_id_0>,"A'e kuapápe, ko'y asaûsu"
Do nada fez nossa alma,uchtentopicapensa satypicio <extra_id_30>XzFf,Nama'eruã oîmonhang asé 'angamo
